author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price_per_month;commissions;district;street;house_number;underground
АЛЬЯНС ПЛЮС;real_estate_agent;https://spb.cian.ru/rent/flat/287509296/;Санкт-Петербург;rent;flat;6;12;2;50.4;515;26000;0;Колпинский; Севастьянова;28к2;Рыбацкое
ПАН;real_estate_agent;https://spb.cian.ru/rent/flat/287947231/;Санкт-Петербург;rent;flat;12;14;1;30.0;933;28000;0;Приморский; Оптиков;34К1;Старая Деревня
Иван Рогушин;realtor;https://spb.cian.ru/rent/flat/165813969/;Санкт-Петербург;rent;flat;2;9;1;28.0;964;27000;0;Московский;Авиационная ;11;Московская
Риэлторские Услуги;real_estate_agent;https://spb.cian.ru/rent/flat/286297394/;Санкт-Петербург;rent;flat;6;25;1;38.05;814;31000;0;Калининский;Кондратьевский проспект;62к7;Выборгская
Панорама;real_estate_agent;https://spb.cian.ru/rent/flat/295321499/;Санкт-Петербург;rent;flat;3;9;1;32.0;843;27000;0;Приморский;Серебристый бульвар;34К1;Комендантский проспект
Сити-Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/164005947/;Санкт-Петербург;rent;flat;3;5;2;50.0;560;28000;0;Калининский;Ключевая ;19;Лесная
Максим Аксенов;realtor;https://spb.cian.ru/rent/flat/295866723/;Санкт-Петербург;rent;flat;13;27;1;26.0;1076;28000;0;Приморский;аллея Арцеуловская;21;Комендантский проспект
Ирина Волкова;realtor;https://spb.cian.ru/rent/flat/295725629/;Санкт-Петербург;rent;flat;14;21;1;31.0;903;28000;0;Приморский;аллея Арцеуловская;21;Комендантский проспект
Эльвира Донченко;realtor;https://spb.cian.ru/rent/flat/295042008/;Санкт-Петербург;rent;flat;12;24;1;36.0;777;28000;0;Приморский;аллея Арцеуловская;17;Комендантский проспект
Первое Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/rent/flat/295685905/;Санкт-Петербург;rent;flat;4;24;1;25.5;1098;28000;0;Приморский; Репищева;10к2;Комендантский проспект
Валерий Боровков;realtor;https://spb.cian.ru/rent/flat/295842153/;Санкт-Петербург;rent;flat;9;12;2;50.0;560;28000;0;Фрунзенский; Димитрова;31/1;Проспект Славы
Дом мечты;real_estate_agent;https://spb.cian.ru/rent/flat/282201252/;Санкт-Петербург;rent;flat;19;26;1;45.0;622;28000;0;Василеостровский; Шкиперский проток;20;Приморская
Андрей Иванов;realtor;https://spb.cian.ru/rent/flat/276834253/;Санкт-Петербург;rent;flat;1;3;1;20.0;1595;31900;0;Центральный;Моховая ;31Б;Чернышевская
Ала Анатольевна Василатий;realtor;https://spb.cian.ru/rent/flat/295453763/;Санкт-Петербург;rent;flat;6;17;1;40.0;700;28000;0;Выборгский;дорога Михайловская;14к1;Проспект Просвещения
Панорама;real_estate_agent;https://spb.cian.ru/rent/flat/295897951/;Санкт-Петербург;rent;flat;6;9;1;35.0;771;27000;0;Приморский;Серебристый бульвар;34К1;Комендантский проспект
ЮВИКОЛ;real_estate_agent;https://spb.cian.ru/rent/flat/294714419/;Санкт-Петербург;rent;flat;8;10;2;50.7;631;32000;0;Колпинский;Октябрьская ;77/27;Шушары
Анжелика Цветанская;realtor;https://spb.cian.ru/rent/flat/295794348/;Санкт-Петербург;rent;flat;10;25;2;38.0;842;32000;0;Приморский;шоссе Суздальское;30к2;Проспект Просвещения
Эрмитаж Галерея Недвижимости;real_estate_agent;https://spb.cian.ru/rent/flat/295876410/;Санкт-Петербург;rent;flat;10;25;1;42.0;761;32000;0;Приморский;Комендантский проспект;51к1;Комендантский проспект
Валерий Боровков;realtor;https://spb.cian.ru/rent/flat/295849324/;Санкт-Петербург;rent;flat;2;4;1;35.0;771;27000;0;Центральный;проспект Чернышевского;5;Площадь Ленина
Итака;real_estate_agent;https://spb.cian.ru/rent/flat/295770808/;Санкт-Петербург;rent;flat;5;12;2;44.0;727;32000;0;Приморский;проспект Испытателей;15К1;Пионерская
Экотон;real_estate_agent;https://spb.cian.ru/rent/flat/295797023/;Санкт-Петербург;rent;flat;9;9;1;35.0;800;28000;0;Невский;проспект Большевиков;17;Улица Дыбенко
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/293262719/;Санкт-Петербург;rent;flat;20;22;2;49.5;545;27000;0;Красногвардейский; Чарушинская;26к1;Гражданский проспект
ЭксперТ;real_estate_agent;https://spb.cian.ru/rent/flat/295215556/;Санкт-Петербург;rent;flat;2;8;1;35.0;800;28000;0;Красносельский;проспект Буденного;19к2;
Город - М171;real_estate_agent;https://spb.cian.ru/rent/flat/295271336/;Санкт-Петербург;rent;flat;3;13;1;33.68;831;28000;0;Приморский;Планерная ;93;
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/280367546/;Санкт-Петербург;rent;flat;9;17;1;40.0;800;32000;0;Приморский;Туристская ;36К2;Комендантский проспект
Марина Заяшникова;realtor;https://spb.cian.ru/rent/flat/295713247/;Санкт-Петербург;rent;flat;16;25;1;43.0;744;32000;0;Приморский;Комендантский проспект;53к4;Комендантский проспект
Алена Шаталина;realtor;https://spb.cian.ru/rent/flat/295243903/;Санкт-Петербург;rent;flat;10;17;1;38.6;829;32000;0;Фрунзенский;Софийская ;28;Международная
Надежда Ташкенова;realtor;https://spb.cian.ru/rent/flat/294977479/;Санкт-Петербург;rent;flat;14;20;1;33.1;966;32000;0;Приморский;Туристская ;23к4;Беговая
GlanzGroup;real_estate_agent;https://spb.cian.ru/rent/flat/295416234/;Санкт-Петербург;rent;flat;4;5;1;30.6;1062;32500;0;Приморский;Торжковская ;26;Черная речка
Циан х ПИК-Аренда СПб;real_estate_agent;https://spb.cian.ru/rent/flat/295766457/;Санкт-Петербург;rent;flat;4;5;1;30.7;967;29700;0;Невский; Ольминского;14;Елизаровская
FLATSTORE;real_estate_agent;https://spb.cian.ru/rent/flat/295466315/;Санкт-Петербург;rent;flat;13;16;1;28.0;1071;30000;0;Красногвардейский; Маршала Тухачевского;23;Площадь Ленина
Владимир Титов;realtor;https://spb.cian.ru/rent/flat/196514457/;Санкт-Петербург;rent;flat;13;24;1;39.0;769;30000;0;Красногвардейский;Ириновский проспект;32;Ладожская
Дмитрий Герасимов;realtor;https://spb.cian.ru/rent/flat/295885163/;Санкт-Петербург;rent;flat;20;25;1;27.0;1111;30000;0;Московский; Федора Котанова;13к2;Звездная
Инга Морозовская;realtor;https://spb.cian.ru/rent/flat/280379592/;Санкт-Петербург;rent;flat;4;5;1;27.0;1074;29000;0;Центральный;Невский проспект;168;Площадь Александра Невского
Самолет Плюс Санкт-Петербург Приморский;real_estate_agent;https://spb.cian.ru/rent/flat/295231853/;Санкт-Петербург;rent;flat;2;21;1;35.0;942;33000;0;Выборгский;дорога Михайловская;14к1;
Будь первым;real_estate_agent;https://spb.cian.ru/rent/flat/295805689/;Санкт-Петербург;rent;flat;1;15;2;65.0;430;28000;0;Московский; Типанова;32к1;Звездная
ЭВО;real_estate_agent;https://spb.cian.ru/rent/flat/295894013/;Санкт-Петербург;rent;flat;15;25;1;26.0;1153;30000;0;Приморский;проспект Королева;7;Пионерская
ID 678792;realtor;https://spb.cian.ru/rent/flat/295862816/;Санкт-Петербург;rent;flat;15;17;1;40.0;750;30000;0;Калининский;Тимуровская ;23к1;Гражданский проспект
8 ЭТАЖ;real_estate_agent;https://spb.cian.ru/rent/flat/295530962/;Санкт-Петербург;rent;flat;17;23;1;38.0;789;30000;0;Приморский;Богатырский проспект;36к1;Комендантский проспект
Валерий Боровков;realtor;https://spb.cian.ru/rent/flat/295416286/;Санкт-Петербург;rent;flat;6;10;2;45.0;666;30000;0;Фрунзенский; Турку;4;Международная
Петербургская Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/295757556/;Санкт-Петербург;rent;flat;2;25;1;32.1;934;30000;0;Московский;Московский проспект;207а;Московская
МАКРОМИР НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/295347068/;Санкт-Петербург;rent;flat;22;24;1;26.0;1153;30000;0;Московский; Среднерогатская;11;Звездная
МАКРОМИР НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/295197189/;Санкт-Петербург;rent;flat;22;25;1;27.0;1111;30000;0;Московский;Пулковская ;8к4;Звездная
Feel Real Estate;real_estate_agent;https://spb.cian.ru/rent/flat/295818281/;Санкт-Петербург;rent;flat;5;9;1;39.0;769;30000;0;Красногвардейский;Пискаревский проспект;165к1;Академическая
Натали Васильева;realtor;https://spb.cian.ru/rent/flat/272008531/;Санкт-Петербург;rent;flat;6;24;1;35.0;857;30000;0;Приморский;проспект Сизова;25;Комендантский проспект
Школа Недвижимости;real_estate_agent;https://spb.cian.ru/rent/flat/295695736/;Санкт-Петербург;rent;flat;4;5;1;32.0;937;30000;0;Приморский;Омская ;12;Пионерская
Максим Маслов;realtor;https://spb.cian.ru/rent/flat/213750124/;Санкт-Петербург;rent;flat;14;16;1;37.0;891;33000;0;Василеостровский; Беринга;23к2;Приморская
Торговый дом недвижимости;real_estate_agent;https://spb.cian.ru/rent/flat/295112536/;Санкт-Петербург;rent;flat;14;26;1;38.0;789;30000;0;Выборгский; Есенина;1к1;Озерки
Ольга Васильевна;realtor;https://spb.cian.ru/rent/flat/262925928/;Санкт-Петербург;rent;flat;8;9;2;41.7;791;33000;0;Кировский;Трамвайный проспект;23К2;Ленинский проспект
ЭЛИТцентр;real_estate_agent;https://spb.cian.ru/rent/flat/273322842/;Санкт-Петербург;rent;flat;2;9;2;50.4;555;28000;0;Фрунзенский;Загребский бульвар;31/5;Дунайская
